"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","sequence-specific DNA binding","GO:0043565","0.0007708123816559354","3.1130513178338375","619","327","39","11339","WBGENE00001439,WBGENE00003728,WBGENE00003690,WBGENE00003603,WBGENE00000910,WBGENE00013111,WBGENE00006818,WBGENE00003377,WBGENE00003710,WBGENE00044068,WBGENE00006827,WBGENE00000908,WBGENE00004764,WBGENE00000221,WBGENE00006462,WBGENE00003624,WBGENE00004393,WBGENE00005009,WBGENE00003659,WBGENE00000912,WBGENE00013970,WBGENE00019816,WBGENE00019743,WBGENE00003720,WBGENE00003722,WBGENE00003707,WBGENE00021163,WBGENE00003697,WBGENE00003632,WBGENE00016091,WBGENE00006778,WBGENE00011002,WBGENE00007546,WBGENE00007929,WBGENE00003643,WBGENE00003655,WBGENE00003678,WBGENE00020368,WBGENE00006380"
"GO:MF","delayed rectifier potassium channel activity","GO:0005251","0.0010160937161078026","2.9930662344620482","10","327","5","11339","WBGENE00002242,WBGENE00002234,WBGENE00001374,WBGENE00018402,WBGENE00004793"
"GO:MF","G protein-coupled serotonin receptor activity","GO:0004993","0.007337476412910361","2.1344532818273736","14","327","5","11339","WBGENE00001052,WBGENE00006411,WBGENE00004778,WBGENE00003386,WBGENE00011382"
"GO:MF","serotonin receptor activity","GO:0099589","0.007337476412910361","2.1344532818273736","14","327","5","11339","WBGENE00001052,WBGENE00006411,WBGENE00004778,WBGENE00003386,WBGENE00011382"
"GO:MF","voltage-gated channel activity","GO:0022832","0.008754123764242804","2.0577873177014574","45","327","8","11339","WBGENE00001187,WBGENE00006772,WBGENE00002242,WBGENE00002234,WBGENE00001374,WBGENE00018402,WBGENE00004793,WBGENE00000530"
"GO:MF","voltage-gated ion channel activity","GO:0005244","0.008754123764242804","2.0577873177014574","45","327","8","11339","WBGENE00001187,WBGENE00006772,WBGENE00002242,WBGENE00002234,WBGENE00001374,WBGENE00018402,WBGENE00004793,WBGENE00000530"
"GO:MF","voltage-gated cation channel activity","GO:0022843","0.012245277138611062","1.9120313813512322","35","327","7","11339","WBGENE00001187,WBGENE00006772,WBGENE00002242,WBGENE00002234,WBGENE00001374,WBGENE00018402,WBGENE00004793"
"GO:MF","neurotransmitter receptor activity","GO:0030594","0.014797431821992705","1.8298136523292845","108","327","12","11339","WBGENE00002974,WBGENE00001612,WBGENE00001052,WBGENE00006411,WBGENE00000047,WBGENE00010994,WBGENE00004778,WBGENE00001616,WBGENE00003386,WBGENE00010741,WBGENE00011382,WBGENE00000233"
"GO:MF","potassium channel activity","GO:0005267","0.017972400128867312","1.7453939210480363","78","327","10","11339","WBGENE00006663,WBGENE00006683,WBGENE00002242,WBGENE00002234,WBGENE00006681,WBGENE00001374,WBGENE00018402,WBGENE00006667,WBGENE00004793,WBGENE00006660"
"GO:MF","ligand-gated channel activity","GO:0022834","0.022060582996179374","1.6563830146212097","148","327","14","11339","WBGENE00002974,WBGENE00020605,WBGENE00001612,WBGENE00000047,WBGENE00010994,WBGENE00020903,WBGENE00016066,WBGENE00001374,WBGENE00017879,WBGENE00001616,WBGENE00003386,WBGENE00010741,WBGENE00000233,WBGENE00006832"
"GO:MF","ligand-gated ion channel activity","GO:0015276","0.022060582996179374","1.6563830146212097","148","327","14","11339","WBGENE00002974,WBGENE00020605,WBGENE00001612,WBGENE00000047,WBGENE00010994,WBGENE00020903,WBGENE00016066,WBGENE00001374,WBGENE00017879,WBGENE00001616,WBGENE00003386,WBGENE00010741,WBGENE00000233,WBGENE00006832"
"GO:MF","DNA binding","GO:0003677","0.03595434390031219","1.4442486319022876","1000","327","49","11339","WBGENE00001439,WBGENE00003728,WBGENE00003690,WBGENE00003603,WBGENE00000910,WBGENE00013111,WBGENE00006818,WBGENE00011964,WBGENE00003377,WBGENE00003710,WBGENE00044068,WBGENE00006827,WBGENE00001945,WBGENE00001854,WBGENE00000908,WBGENE00010704,WBGENE00004764,WBGENE00000221,WBGENE00006462,WBGENE00003624,WBGENE00004393,WBGENE00008398,WBGENE00005009,WBGENE00003659,WBGENE00000912,WBGENE00013970,WBGENE00019816,WBGENE00019743,WBGENE00003720,WBGENE00003722,WBGENE00003707,WBGENE00021163,WBGENE00000454,WBGENE00003697,WBGENE00003632,WBGENE00016091,WBGENE00006778,WBGENE00011002,WBGENE00007546,WBGENE00007929,WBGENE00000447,WBGENE00001852,WBGENE00003643,WBGENE00003655,WBGENE00003678,WBGENE00020368,WBGENE00020251,WBGENE00006380,WBGENE00012999"
"GO:MF","G protein-coupled amine receptor activity","GO:0008227","0.03783798449997505","1.4220720050358728","19","327","5","11339","WBGENE00001052,WBGENE00006411,WBGENE00004778,WBGENE00003386,WBGENE00011382"
"GO:MF","G protein-coupled receptor activity","GO:0004930","0.04662772087254149","1.331355812009995","565","327","32","11339","WBGENE00006428,WBGENE00021152,WBGENE00022004,WBGENE00008366,WBGENE00007006,WBGENE00021439,WBGENE00006287,WBGENE00015364,WBGENE00001052,WBGENE00006411,WBGENE00018191,WBGENE00019012,WBGENE00004778,WBGENE00016265,WBGENE00005849,WBGENE00006256,WBGENE00015401,WBGENE00018222,WBGENE00003386,WBGENE00005894,WBGENE00017661,WBGENE00007951,WBGENE00009965,WBGENE00011381,WBGENE00011382,WBGENE00010191,WBGENE00011197,WBGENE00005781,WBGENE00005830,WBGENE00020008,WBGENE00020023,WBGENE00005641"
"GO:BP","regulation of cellular process","GO:0050794","4.3472986947987354e-8","7.361780519218802","3069","305","144","10296","WBGENE00020649,WBGENE00006428,WBGENE00018117,WBGENE00021152,WBGENE00001439,WBGENE00001187,WBGENE00004056,WBGENE00022004,WBGENE00008366,WBGENE00003728,WBGENE00003690,WBGENE00003603,WBGENE00000858,WBGENE00000910,WBGENE00007006,WBGENE00002974,WBGENE00010374,WBGENE00013111,WBGENE00017760,WBGENE00021439,WBGENE00019832,WBGENE00004321,WBGENE00017755,WBGENE00006772,WBGENE00006818,WBGENE00004344,WBGENE00006287,WBGENE00003759,WBGENE00001457,WBGENE00015364,WBGENE00018074,WBGENE00019365,WBGENE00003740,WBGENE00006055,WBGENE00001461,WBGENE00001052,WBGENE00015492,WBGENE00003377,WBGENE00006411,WBGENE00003710,WBGENE00001841,WBGENE00002163,WBGENE00044068,WBGENE00006827,WBGENE00002242,WBGENE00002234,WBGENE00019782,WBGENE00003752,WBGENE00000047,WBGENE00000908,WBGENE00003757,WBGENE00010704,WBGENE00004719,WBGENE00010994,WBGENE00004764,WBGENE00008095,WBGENE00000221,WBGENE00006462,WBGENE00003624,WBGENE00003891,WBGENE00018191,WBGENE00019012,WBGENE00006594,WBGENE00004393,WBGENE00001676,WBGENE00004778,WBGENE00016265,WBGENE00005009,WBGENE00013955,WBGENE00008382,WBGENE00010134,WBGENE00009475,WBGENE00002026,WBGENE00003659,WBGENE00000095,WBGENE00000912,WBGENE00003753,WBGENE00007219,WBGENE00002107,WBGENE00013970,WBGENE00019816,WBGENE00019743,WBGENE00003720,WBGENE00003722,WBGENE00003707,WBGENE00005849,WBGENE00021163,WBGENE00000478,WBGENE00006256,WBGENE00003747,WBGENE00000454,WBGENE00000069,WBGENE00001374,WBGENE00003697,WBGENE00003632,WBGENE00015401,WBGENE00001464,WBGENE00018222,WBGENE00022538,WBGENE00001616,WBGENE00003386,WBGENE00005894,WBGENE00016091,WBGENE00016096,WBGENE00017661,WBGENE00018405,WBGENE00018402,WBGENE00001665,WBGENE00006778,WBGENE00011002,WBGENE00007103,WBGENE00007951,WBGENE00007799,WBGENE00009965,WBGENE00010741,WBGENE00011381,WBGENE00011382,WBGENE00010191,WBGENE00007546,WBGENE00012279,WBGENE00004793,WBGENE00007929,WBGENE00000233,WBGENE00000447,WBGENE00011197,WBGENE00008522,WBGENE00003643,WBGENE00005781,WBGENE00005830,WBGENE00003655,WBGENE00013588,WBGENE00013752,WBGENE00009289,WBGENE00004926,WBGENE00003678,WBGENE00020008,WBGENE00020368,WBGENE00020251,WBGENE00020023,WBGENE00006380,WBGENE00005641,WBGENE00014055,WBGENE00002295,WBGENE00004286"
"GO:BP","signal transduction","GO:0007165","0.0000012447558658133338","5.904915818469365","1552","305","86","10296","WBGENE00020649,WBGENE00006428,WBGENE00018117,WBGENE00021152,WBGENE00004056,WBGENE00022004,WBGENE00008366,WBGENE00000858,WBGENE00000910,WBGENE00007006,WBGENE00002974,WBGENE00010374,WBGENE00013111,WBGENE00017760,WBGENE00021439,WBGENE00019832,WBGENE00004321,WBGENE00006772,WBGENE00004344,WBGENE00006287,WBGENE00003759,WBGENE00001457,WBGENE00015364,WBGENE00018074,WBGENE00019365,WBGENE00003740,WBGENE00006055,WBGENE00001461,WBGENE00001052,WBGENE00006411,WBGENE00003710,WBGENE00001841,WBGENE00002163,WBGENE00019782,WBGENE00003752,WBGENE00000047,WBGENE00003757,WBGENE00004719,WBGENE00010994,WBGENE00004764,WBGENE00008095,WBGENE00003891,WBGENE00018191,WBGENE00019012,WBGENE00001676,WBGENE00004778,WBGENE00016265,WBGENE00008382,WBGENE00010134,WBGENE00009475,WBGENE00002026,WBGENE00003753,WBGENE00007219,WBGENE00002107,WBGENE00005849,WBGENE00000478,WBGENE00006256,WBGENE00003747,WBGENE00000069,WBGENE00015401,WBGENE00001464,WBGENE00018222,WBGENE00001616,WBGENE00003386,WBGENE00005894,WBGENE00017661,WBGENE00001665,WBGENE00007951,WBGENE00009965,WBGENE00010741,WBGENE00011381,WBGENE00011382,WBGENE00010191,WBGENE00012279,WBGENE00000233,WBGENE00011197,WBGENE00008522,WBGENE00005781,WBGENE00005830,WBGENE00013588,WBGENE00013752,WBGENE00020008,WBGENE00020023,WBGENE00005641,WBGENE00014055,WBGENE00004286"
"GO:BP","biological regulation","GO:0065007","0.000001655250699356005","5.781136219953885","3813","305","163","10296","WBGENE00020649,WBGENE00006428,WBGENE00018117,WBGENE00021152,WBGENE00001439,WBGENE00001187,WBGENE00004056,WBGENE00022004,WBGENE00009008,WBGENE00008366,WBGENE00006663,WBGENE00003728,WBGENE00003690,WBGENE00003603,WBGENE00000858,WBGENE00000910,WBGENE00007006,WBGENE00002974,WBGENE00000501,WBGENE00010374,WBGENE00013111,WBGENE00017760,WBGENE00021439,WBGENE00019832,WBGENE00004321,WBGENE00017755,WBGENE00006772,WBGENE00006818,WBGENE00004344,WBGENE00006287,WBGENE00003759,WBGENE00006683,WBGENE00001457,WBGENE00015364,WBGENE00018074,WBGENE00019365,WBGENE00003740,WBGENE00006055,WBGENE00001461,WBGENE00015354,WBGENE00001052,WBGENE00015492,WBGENE00003377,WBGENE00006411,WBGENE00003710,WBGENE00001841,WBGENE00002163,WBGENE00044068,WBGENE00006827,WBGENE00002242,WBGENE00006588,WBGENE00002234,WBGENE00019782,WBGENE00003752,WBGENE00001463,WBGENE00000047,WBGENE00000908,WBGENE00003757,WBGENE00010704,WBGENE00004719,WBGENE00010994,WBGENE00004764,WBGENE00008095,WBGENE00000221,WBGENE00006462,WBGENE00003624,WBGENE00003891,WBGENE00018191,WBGENE00019012,WBGENE00017852,WBGENE00006594,WBGENE00004393,WBGENE00001676,WBGENE00004778,WBGENE00016265,WBGENE00005009,WBGENE00013955,WBGENE00008382,WBGENE00010134,WBGENE00009475,WBGENE00002026,WBGENE00006681,WBGENE00003659,WBGENE00000095,WBGENE00000912,WBGENE00003753,WBGENE00007219,WBGENE00002107,WBGENE00013970,WBGENE00019816,WBGENE00019743,WBGENE00003720,WBGENE00003722,WBGENE00003707,WBGENE00005849,WBGENE00021163,WBGENE00000478,WBGENE00006256,WBGENE00003747,WBGENE00000454,WBGENE00000069,WBGENE00001374,WBGENE00003697,WBGENE00003632,WBGENE00020908,WBGENE00015401,WBGENE00001464,WBGENE00018222,WBGENE00015660,WBGENE00022538,WBGENE00001616,WBGENE00003386,WBGENE00005894,WBGENE00016091,WBGENE00016096,WBGENE00017661,WBGENE00018405,WBGENE00018402,WBGENE00001665,WBGENE00006778,WBGENE00011002,WBGENE00007103,WBGENE00003570,WBGENE00007951,WBGENE00006667,WBGENE00007799,WBGENE00009965,WBGENE00010741,WBGENE00011381,WBGENE00011382,WBGENE00010191,WBGENE00007546,WBGENE00012279,WBGENE00003031,WBGENE00004793,WBGENE00007929,WBGENE00000233,WBGENE00000447,WBGENE00011197,WBGENE00008522,WBGENE00003643,WBGENE00005781,WBGENE00005830,WBGENE00003655,WBGENE00013588,WBGENE00013752,WBGENE00009289,WBGENE00004926,WBGENE00003678,WBGENE00020008,WBGENE00020368,WBGENE00020251,WBGENE00020023,WBGENE00019018,WBGENE00006380,WBGENE00017350,WBGENE00005641,WBGENE00014055,WBGENE00010043,WBGENE00002295,WBGENE00000286,WBGENE00004286,WBGENE00006583"
"GO:BP","G protein-coupled receptor signaling pathway","GO:0007186","0.000004948242329414633","5.305549039893659","690","305","49","10296","WBGENE00006428,WBGENE00018117,WBGENE00021152,WBGENE00022004,WBGENE00008366,WBGENE00007006,WBGENE00021439,WBGENE00006287,WBGENE00003759,WBGENE00001457,WBGENE00015364,WBGENE00003740,WBGENE00001461,WBGENE00001052,WBGENE00006411,WBGENE00003752,WBGENE00003757,WBGENE00018191,WBGENE00019012,WBGENE00001676,WBGENE00004778,WBGENE00016265,WBGENE00003753,WBGENE00007219,WBGENE00005849,WBGENE00006256,WBGENE00003747,WBGENE00000069,WBGENE00015401,WBGENE00001464,WBGENE00018222,WBGENE00003386,WBGENE00005894,WBGENE00017661,WBGENE00001665,WBGENE00007951,WBGENE00009965,WBGENE00011381,WBGENE00011382,WBGENE00010191,WBGENE00011197,WBGENE00008522,WBGENE00005781,WBGENE00005830,WBGENE00013588,WBGENE00013752,WBGENE00020008,WBGENE00020023,WBGENE00005641"
"GO:BP","signaling","GO:0023052","0.000005384571115955701","5.268848882782258","1652","305","88","10296","WBGENE00020649,WBGENE00006428,WBGENE00018117,WBGENE00021152,WBGENE00004056,WBGENE00022004,WBGENE00008366,WBGENE00000858,WBGENE00000910,WBGENE00007006,WBGENE00002974,WBGENE00010374,WBGENE00013111,WBGENE00017760,WBGENE00021439,WBGENE00019832,WBGENE00004321,WBGENE00006772,WBGENE00004344,WBGENE00006287,WBGENE00003759,WBGENE00001457,WBGENE00015364,WBGENE00018074,WBGENE00019365,WBGENE00003740,WBGENE00006055,WBGENE00001461,WBGENE00001052,WBGENE00006411,WBGENE00003710,WBGENE00001841,WBGENE00002163,WBGENE00019782,WBGENE00003752,WBGENE00000047,WBGENE00003757,WBGENE00004719,WBGENE00010994,WBGENE00004764,WBGENE00008095,WBGENE00003891,WBGENE00018191,WBGENE00019012,WBGENE00006594,WBGENE00001676,WBGENE00004778,WBGENE00016265,WBGENE00008382,WBGENE00010134,WBGENE00009475,WBGENE00002026,WBGENE00003753,WBGENE00007219,WBGENE00002107,WBGENE00005849,WBGENE00000478,WBGENE00006256,WBGENE00003747,WBGENE00000069,WBGENE00015401,WBGENE00001464,WBGENE00018222,WBGENE00001616,WBGENE00003386,WBGENE00005894,WBGENE00017661,WBGENE00001665,WBGENE00007951,WBGENE00009965,WBGENE00010741,WBGENE00011381,WBGENE00011382,WBGENE00010191,WBGENE00012279,WBGENE00000233,WBGENE00011197,WBGENE00008522,WBGENE00005781,WBGENE00005830,WBGENE00013588,WBGENE00013752,WBGENE00004926,WBGENE00020008,WBGENE00020023,WBGENE00005641,WBGENE00014055,WBGENE00004286"
